Sr#,District,Block,Village/Town Code,Village/Town Name,People Groups,Language Groups,Gath Type,MC,HC,PC,AV,EV,Church/Orgn Name,Pastor/Leader Name,Comments
36214,Rohtas,Sanjhauli,2021251501,Samhauta,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,,,
36215,Rohtas,Sanjhauli,2024251527,Siaruwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36216,Rohtas,Sanjhauli,2024251499,Sikati,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36220,Rohtas,Sanjhauli,2015251521,Tendua,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36221,Rohtas,Sanjhauli,2015251530,Tilai,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36223,Rohtas,Sanjhauli,2011568800,Uruwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,June'25 Survey Update
36228,Rohtas,Sasaram,2025252352,Ahrawan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36229,Rohtas,Sasaram,2025252377,Akasi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,Surveyed @ June'25
36230,Rohtas,Sasaram,2025252433,Amra,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36232,Rohtas,Sasaram,2025648900,Ashikpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bethel Church,,Oct - Dec'25 Survey Update
36235,Rohtas,Sasaram,2025252402,Bahrar,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36239,Rohtas,Sasaram,2025252412,Bara Dih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36240,Rohtas,Sasaram,2025252366,Baradih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36241,Rohtas,Sasaram,2025252424,Bararhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,BCI,,
36246,Rohtas,Sasaram,2025252439,Basantpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36248,Rohtas,Sasaram,2025252342,Beda,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,AG Church,Ravi Shankar,Surveyed @ June'25
36250,Rohtas,Sasaram,2026252323,Belarhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,BCI,,
36252,Rohtas,Sasaram,2025252420,Belwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bethel Church,,Oct - Dec'25 Survey Update
36254,Rohtas,Sasaram,2025252369,Bhagwanpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Ind Church,,
36255,Rohtas,Sasaram,2010252394,Bhainsahi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36257,Rohtas,Sasaram,2025252341,Bhatarhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36260,Rohtas,Sasaram,2025252419,Bhurekunria,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bethel Church,,
36261,Rohtas,Sasaram,2026662100,Bichhia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36262,Rohtas,Sasaram,2025252426,Bishunpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Shalom Church,,
36263,Rohtas,Sasaram,2010252395,Bishunpura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36264,Rohtas,Sasaram,2025648200,Bishunpura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36265,Rohtas,Sasaram,2025252428,Bisrampur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36268,Rohtas,Sasaram,2025252409,Chhotka Mor,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Pentecostal Church,,
36269,Rohtas,Sasaram,2025646000,Danwarua,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36271,Rohtas,Sasaram,2025252435,Dawanpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36273,Rohtas,Sasaram,2025252446,Dhankarha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Pentecostal Church,,AV to PC @ Sept'25
36274,Rohtas,Sasaram,2025252346,Dhanpurwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36275,Rohtas,Sasaram,2026252464,Dhanpurwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bethel Church,,Oct - Dec'25 Survey Update
36282,Rohtas,Sasaram,2025252432,Durgapur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36283,Rohtas,Sasaram,2025252308,Fatehpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36286,Rohtas,Sasaram,2025252443,Gajdwahi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36288,Rohtas,Sasaram,2025252408,GansaDih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36289,Rohtas,Sasaram,2025252385,Garara,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36291,Rohtas,Sasaram,2025252438,Ghatmapur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36292,Rohtas,Sasaram,2025252389,Gobina,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36295,Rohtas,Sasaram,2025252358,Haripur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36298,Rohtas,Sasaram,2025252431,Jagdaun Dih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36304,Rohtas,Sasaram,2025252444,Kanchanpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36305,Rohtas,Sasaram,2025252447,Kanchanpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,Surveyed @ June'25
36306,Rohtas,Sasaram,2025649400,Kanserwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36308,Rohtas,Sasaram,2025662500,Karaunia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Pentecostal Church,,
36310,Rohtas,Sasaram,2025252340,Karpurwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Shalom Church,,
36311,Rohtas,Sasaram,2025252457,Karserua,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36312,Rohtas,Sasaram,2025252390,Karup,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,GEMS,,Surveyed @ June'25
36314,Rohtas,Sasaram,2025647700,Kataprath,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Bihar Mission,,
36318,Rohtas,Sasaram,2025252329,Khaira,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36320,Rohtas,Sasaram,2025252328,Khairi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36323,Rohtas,Sasaram,2025252383,Kharaunia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,
36324,Rohtas,Sasaram,2025252421,Khurhunu,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",MC,1,0,0,0,0,GEMS,,Surveyed @ June'25
36325,Rohtas,Sasaram,2025656700,Koiria Dih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36327,Rohtas,Sasaram,2025252368,Kothara,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Church of God,,
36328,Rohtas,Sasaram,2025252378,Kunrwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36331,Rohtas,Sasaram,2026252465,Kusri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36333,Rohtas,Sasaram,2025252448,Lerua,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36334,Rohtas,Sasaram,2026252318,Lodhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36336,Rohtas,Sasaram,2025252350,Madaini,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36340,Rohtas,Sasaram,2025252382,Maudiha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36341,Rohtas,Sasaram,2025252449,Mednipur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Church of God,,
36342,Rohtas,Sasaram,2025649900,Mirzapur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36348,Rohtas,Sasaram,2025661200,Mundi Sarae,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36353,Rohtas,Sasaram,2025252327,Naugain,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36354,Rohtas,Sasaram,2025252365,Neae,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36355,Rohtas,Sasaram,2025252364,Nekara,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36356,Rohtas,Sasaram,2025252437,Nima,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,GEMS,,Surveyed @ June'25
36358,Rohtas,Sasaram,2025252330,Niranjanpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Shalom Church,,
36362,Rohtas,Sasaram,2025252411,Pasia Dih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36363,Rohtas,Sasaram,2026252310,Patanwan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36367,Rohtas,Sasaram,2025252379,Pipri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36370,Rohtas,Sasaram,2025252375,Rakasia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Church of God,,
36372,Rohtas,Sasaram,2010252400,Rampur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Ind Church,,
36373,Rohtas,Sasaram,2025252312,Rasulpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36376,Rohtas,Sasaram,2026252314,Samarodiha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,AG Church,,
36377,Rohtas,Sasaram,2025801397,Sasaram (Nagar Parishad),"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",MC,1,0,0,0,0,Pentecostal Church,,March'25 Survey Update
36378,Rohtas,Sasaram,2025252370,Semra,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36381,Rohtas,Sasaram,2026252316,Shivpur Chitauli,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36382,Rohtas,Sasaram,2025252335,Sikaria,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36383,Rohtas,Sasaram,2026252324,Singuhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,EF,,
36384,Rohtas,Sasaram,2025252460,Songawan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36386,Rohtas,Sasaram,2025252384,Sumbha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36387,Rohtas,Sasaram,2025252360,Takia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36388,Rohtas,Sasaram,2025252423,Tendua,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36392,Rohtas,Sasaram,2025252418,Tiwari Dih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,June'25 Survey Update
36394,Rohtas,Sasaram,2025252363,Uchitpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36397,Rohtas,Sheosagar,2026252159,Admapur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36400,Rohtas,Sheosagar,2026252119,Akorha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,GEMS,,Surveyed @ June'25
36401,Rohtas,Sheosagar,2026252272,Alampur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Shalom Church,,
36403,Rohtas,Sheosagar,2026252162,Anantpura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36405,Rohtas,Sheosagar,2026252124,Auraiyan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,EF,,
